brk_end,code,created,date,stage,xt_end,xt_start
,e8335d48571ac0f553c8d4799d513ca0,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,fbdde7afabec5214f9fb9f0c98f201a8,2018-08-29,2018-08-29,2,2018-08-29,2018-08-17
2018-08-07,fbdde7afabec5214f9fb9f0c98f201a8,2018-08-29,2018-08-07,6,2018-08-06,2018-07-19
,719c5c45d6b323af1002d3d61bd5a282,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,b66ecd18a1936230e101dc6353d38754,2018-08-29,2018-08-29,2,2018-08-29,2018-08-13
2018-08-09,b66ecd18a1936230e101dc6353d38754,2018-08-29,2018-08-09,6,2018-08-06,2018-07-18
,9ee26c4ffd0a1c8dcf0c4b1444637f28,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,72db24b8121fe8a07f2eadba1e40b38d,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,72db24b8121fe8a07f2eadba1e40b38d,2018-08-29,2018-08-01,4,2018-08-01,2018-07-17
,7ad36c7ae40f79c5c1aef30719dc372f,2018-08-29,2018-08-29,2,2018-08-29,2018-08-17
,7ad36c7ae40f79c5c1aef30719dc372f,2018-08-29,2018-08-15,4,2018-08-15,2018-07-19
,49f83ba27f168e635704ee307063e3cc,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,5308d0d9bfbd8a01676d5e075f66ac1e,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,98e762a996f327f92ab4b1e03edd10d8,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
2018-08-28,021a2b974ab8a7196023546a8ccadae5,2018-08-29,2018-08-28,6,2018-08-24,2018-08-07
,021a2b974ab8a7196023546a8ccadae5,2018-08-29,2018-07-26,4,2018-07-26,2018-07-17
,537cc75ff737239b28058af41a61fd64,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
2018-08-28,f76e76fb52b903b776d7bc7cd5621d91,2018-08-29,2018-08-28,6,2018-08-24,2018-08-07
2018-08-07,f76e76fb52b903b776d7bc7cd5621d91,2018-08-29,2018-08-07,6,2018-08-06,2018-07-19
,7f0074c3b069f1235bfbc2d2dc303037,2018-08-29,2018-08-29,2,2018-08-29,2018-08-14
2018-08-14,7f0074c3b069f1235bfbc2d2dc303037,2018-08-29,2018-08-14,6,2018-08-10,2018-07-18
,ace94cf97a5cb0acc1fd0f0a03546bae,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,a00b627b9c4ae6c59019c777415662d2,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,17fbe87472b25f1c2d3d5806de1db403,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,17fbe87472b25f1c2d3d5806de1db403,2018-08-29,2018-08-14,4,2018-08-14,2018-07-18
,007ed28fd07e05ec01bb0bb6b5bb9808,2018-08-29,2018-08-29,2,2018-08-29,2018-07-27
2018-07-27,007ed28fd07e05ec01bb0bb6b5bb9808,2018-08-29,2018-07-27,6,2018-07-25,2018-07-17
,b663fbe8ab20b1ae375233e33f308604,2018-08-29,2018-08-29,2,2018-08-29,2018-08-17
2018-08-14,b663fbe8ab20b1ae375233e33f308604,2018-08-29,2018-08-14,6,2018-08-09,2018-07-18
,e19a8736507b58e46dd92985a8a4360a,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,d03c331aad3d9b1403765b222ed87533,2018-08-29,2018-08-29,2,2018-08-29,2018-07-30
,d6fcfed8fb6b79eb7a8fb0586b9faf15,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,1b970a251ecd0e9304238952e5b73798,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,15f1c2780a52350ed1774cd76ac6d325,2018-08-29,2018-08-29,2,2018-08-29,2018-07-30
2018-07-26,15f1c2780a52350ed1774cd76ac6d325,2018-08-29,2018-07-26,6,2018-07-25,2018-07-17
,0c6eb31a37097c3e101e3d09e042c254,2018-08-29,2018-08-29,2,2018-08-29,2018-07-23
,65b411216e03d64e652a38cbfd2f985c,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,65b411216e03d64e652a38cbfd2f985c,2018-08-29,2018-08-01,4,2018-08-01,2018-07-17
,6249eac775720376f661b90b1af81e31,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,85cd483c95ed2aeb4f431495b047f3be,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,2f7c80e7f9f4675ba94709f8756b92f7,2018-08-29,2018-08-29,2,2018-08-29,2018-07-25
,95a481295de4f82cccb2b54bcd92c874,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,95a481295de4f82cccb2b54bcd92c874,2018-08-29,2018-08-01,4,2018-08-01,2018-07-19
,9d6ef41b0d4c7cf4bde799580f48e1d1,2018-08-29,2018-08-29,2,2018-08-29,2018-08-17
2018-08-09,9d6ef41b0d4c7cf4bde799580f48e1d1,2018-08-29,2018-08-09,6,2018-08-06,2018-07-17
,676076927d0fc02e67165256ac103211,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,48718a43bcc4e6d3515b501c72976b8d,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,0704ce549c97cfc4ffa9879c48be2fbd,2018-08-29,2018-08-29,2,2018-08-29,2018-08-02
2018-07-27,0704ce549c97cfc4ffa9879c48be2fbd,2018-08-29,2018-07-27,6,2018-07-26,2018-07-18
,b01e8880e993593bd11882e53144a235,2018-08-29,2018-08-29,2,2018-08-29,2018-08-13
,3b9444ccc874ebcac113f498735f14d9,2018-08-29,2018-08-29,2,2018-08-29,2018-08-17
2018-08-07,3b9444ccc874ebcac113f498735f14d9,2018-08-29,2018-08-07,6,2018-08-03,2018-07-25
,63d4a8e8cd8bdd2ac40d73509579cfc0,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
2018-08-27,8287f287a73c6fc13ef0763e60023aae,2018-08-29,2018-08-27,6,2018-08-24,2018-07-18
,cc7645876d98f65bc17ffe5a90315e17,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,c0082e23830c5b5423b4dbee12ac939d,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,c0082e23830c5b5423b4dbee12ac939d,2018-08-29,2018-08-03,4,2018-08-03,2018-07-18
,074b8559215fa0dba057ba7c60013907,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,7eecf0683f7fe3e3363cfd2f9fe64aff,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,7eecf0683f7fe3e3363cfd2f9fe64aff,2018-08-29,2018-08-14,4,2018-08-14,2018-07-17
,659e2e0d72ba8ecaba571a67930dcad1,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,15e2bea001ce254543df773d123201bb,2018-08-29,2018-08-29,2,2018-08-29,2018-08-08
2018-07-30,15e2bea001ce254543df773d123201bb,2018-08-29,2018-07-30,6,2018-07-26,2018-07-17
,c45d380f78803eee3c144b7fc83dc7b7,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
2018-07-30,c45d380f78803eee3c144b7fc83dc7b7,2018-08-29,2018-07-30,6,2018-07-27,2018-07-17
,770a356fc13b5a644f00e56a8ef41a84,2018-08-29,2018-08-29,2,2018-08-29,2018-08-13
,770a356fc13b5a644f00e56a8ef41a84,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,0a543f9c23f1b44f6e8199ad46e79334,2018-08-29,2018-08-29,2,2018-08-29,2018-07-31
2018-07-31,0a543f9c23f1b44f6e8199ad46e79334,2018-08-29,2018-07-31,6,2018-07-30,2018-07-19
,1aeeb18960d5166066aa147979f734b7,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,1aeeb18960d5166066aa147979f734b7,2018-08-29,2018-08-14,4,2018-08-14,2018-07-24
,54be8b23f582890b982e9e2541162b39,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,88d65680e91669124a166c3068ab337a,2018-08-29,2018-08-29,2,2018-08-29,2018-07-20
,8c96aa76b11416409b7502f3932a0224,2018-08-29,2018-08-29,2,2018-08-29,2018-08-17
,8c96aa76b11416409b7502f3932a0224,2018-08-29,2018-08-15,4,2018-08-15,2018-07-18
,867bd57008cc06d3c4bda7f9dd6d096d,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,40f7ac557ccf7274586335f7eeab4869,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,40f7ac557ccf7274586335f7eeab4869,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,99e4920c21de515412bc2a10be968786,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,1abb7a5b91d9a6b6d759b2baf66dd26a,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,b7e4d78504414ab2a3e94fe082ccf35a,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,6fbabf8d3d7872427a7dae0b5f93b6a1,2018-08-29,2018-08-29,2,2018-08-29,2018-07-26
,16349d46a2b7621e140794184e328141,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,16349d46a2b7621e140794184e328141,2018-08-29,2018-08-01,4,2018-08-01,2018-07-17
,856a72d8cb0bdf9d3dfb05a5715d3af8,2018-08-29,2018-08-22,4,2018-08-22,2018-08-06
,35d5b9086da6cf87a558b2fd0f61e00b,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,222e8ad847449ea2f14a36d21b8668fe,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,4e0e9b3e21e384228c299a91a4dd84d0,2018-08-29,2018-08-29,2,2018-08-29,2018-07-25
,9e5ced35485c809aa48f23212c1db664,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,3912b12a7fb44f795a94a8a4f40e681f,2018-08-29,2018-08-29,2,2018-08-29,2018-08-14
2018-08-14,3912b12a7fb44f795a94a8a4f40e681f,2018-08-29,2018-08-14,6,2018-08-13,2018-07-27
2018-07-27,3912b12a7fb44f795a94a8a4f40e681f,2018-08-29,2018-07-27,6,2018-07-25,2018-07-17
,23243b1aec6ba41ea10650d291ee697e,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,8bd1ba82c52b07d453355a6739889048,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,8bd1ba82c52b07d453355a6739889048,2018-08-29,2018-07-31,4,2018-07-31,2018-07-20
,4dad1a0e481266196ac887556b7c9b8a,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,1aeffda0af0efe0ad3c8675afd99587e,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,4804d813b3b6853b4662a3c50914e7b6,2018-08-29,2018-08-29,2,2018-08-29,2018-07-31
2018-07-31,4804d813b3b6853b4662a3c50914e7b6,2018-08-29,2018-07-31,6,2018-07-25,2018-07-17
,776180251ca632be655b6eefbed3b94e,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,6b7afb492eb0b2e99bf1889c2c0e4c75,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,21e537ffd21ae538876f1a2bd019371a,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,28a48c0effa2ad34ce2c4749d3ab17a9,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
2018-08-22,93d36bdf78e4649d9f52d5e4ae15ef5b,2018-08-29,2018-08-22,6,2018-08-21,2018-07-19
,100df95650b7febe971d57fc59be0426,2018-08-29,2018-08-29,2,2018-08-29,2018-07-24
,788727a6eea436f3a85989a814162d70,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,33210df955f64319212e98c643f85bca,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
2018-08-29,746d2c54fcdb6b45a91efb663624ff4e,2018-08-29,2018-08-29,5,2018-08-24,2018-08-06
,974463dff5538b9c6cfbdc1b4cfbb2aa,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,974463dff5538b9c6cfbdc1b4cfbb2aa,2018-08-29,2018-07-31,4,2018-07-31,2018-07-18
,aa997a01f7ecd70f88dacaccd8fd73d1,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,94a05ee4b0cbe6ff5f4a4bf05a189137,2018-08-29,2018-08-29,2,2018-08-29,2018-08-08
,2d45f3d559e0b23b1539221d14ddf177,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,77bd5f8308404fd16a8d69b7e19ade07,2018-08-29,2018-08-29,2,2018-08-29,2018-07-30
2018-07-30,77bd5f8308404fd16a8d69b7e19ade07,2018-08-29,2018-07-30,6,2018-07-26,2018-07-18
,df61307a80e1d1862f2252da3714da89,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,1747de28716cdcaffa7573b91b303463,2018-08-29,2018-08-29,2,2018-08-29,2018-07-30
,a96f86ed2357c5f88d0c4b5d353f7b00,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,e196f4b48cee03d6457b685c30b3e0ef,2018-08-29,2018-08-29,2,2018-08-29,2018-08-08
2018-08-08,e196f4b48cee03d6457b685c30b3e0ef,2018-08-29,2018-08-08,6,2018-08-07,2018-07-19
,11e65bf6e97373161de129827908149c,2018-08-29,2018-08-29,2,2018-08-29,2018-07-24
,9a1c3f1293006ca997d24273507d7014,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,21863aa865269af680c829f75561768e,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,ad46a8ebb172085d665e071a6dedcb81,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,05bd4beaaac6bd0b3fa69c23983b8a48,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,c01b96f383e962ec8a5712e6ba2c0aea,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,1c1e77232b10bef722602ff273d05222,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,3327a288142b1772511d4099fba2eb90,2018-08-29,2018-08-29,2,2018-08-29,2018-07-23
,7cba9e1d5678d208dc0a7f97b7c1f65b,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,844beeed8a2f0ce738dd702e145a046a,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,dae401d17d264a84c7c37e1eee3a5f05,2018-08-29,2018-08-29,2,2018-08-29,2018-08-07
2018-08-07,dae401d17d264a84c7c37e1eee3a5f05,2018-08-29,2018-08-07,6,2018-08-03,2018-07-19
,37db6db0786a4eed8d739068382b2173,2018-08-29,2018-08-29,2,2018-08-29,2018-07-24
,f3885dd743c1872f274ef845ea32b3b5,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,2a07a663126338056ee99c350570703e,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,58ab02e2e0d925b15f38fce57fa51326,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,a4c8d7ff83487909a5b9634bdf4b8743,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,d4e0c0237dbc3d77f743d9606f73abb7,2018-08-29,2018-08-29,2,2018-08-29,2018-08-09
2018-08-09,d4e0c0237dbc3d77f743d9606f73abb7,2018-08-29,2018-08-09,6,2018-08-07,2018-07-17
,59fcd50aad2bf6872c87e5c27065ea64,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
2018-08-27,cf323ad771f5d6ba548a21936a00a870,2018-08-29,2018-08-27,6,2018-08-23,2018-08-06
,cf323ad771f5d6ba548a21936a00a870,2018-08-29,2018-08-03,4,2018-08-03,2018-07-17
,b57f68072a026ac28ed483cd2c702b46,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
2018-08-29,1c4e378b0032592f0d49ede3d4200c6f,2018-08-29,2018-08-29,5,2018-08-24,2018-08-07
2018-08-01,1c4e378b0032592f0d49ede3d4200c6f,2018-08-29,2018-08-01,6,2018-07-31,2018-07-18
,999f2218110e83be9acefd3adc6133dc,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,862f6a9977c3337728db10227893f1ce,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,b3f2fed1f597ca324aa1f2fa38fcde08,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,fccc057e608395eeb0549761e08b5ccd,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,3f6fd603861edb9d0af1b88fb500d359,2018-08-29,2018-08-29,2,2018-08-29,2018-07-30
,9aa1601881cf4d7a3a97984e87edc1ee,2018-08-29,2018-08-14,4,2018-08-14,2018-07-19
,5c29fb8bdda8d5157d73fba56a48a2c0,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,5c29fb8bdda8d5157d73fba56a48a2c0,2018-08-29,2018-07-31,4,2018-07-31,2018-07-19
,4562b5967d0626e2937f9e4020293505,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,a5a2eb16efa7ab400ff8c8ff8f213e07,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,751abcb890b1366a952ba76764f8dafa,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,a393ba61acb0b9045cf46ec27b0c8e51,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,c694018c63f10afd153123c240b04b2e,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,83c6d2cf87d5b9c115aa16bf2dae853e,2018-08-29,2018-08-29,2,2018-08-29,2018-08-02
2018-08-02,83c6d2cf87d5b9c115aa16bf2dae853e,2018-08-29,2018-08-02,6,2018-08-01,2018-07-18
,fd2d26ee458a5b78f8f000cbe5df3681,2018-08-29,2018-08-29,2,2018-08-29,2018-07-26
,66df46723ce804a7e1be333baddb1d25,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,cbb696dff1549b7acc11c624c9ad1ac0,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,ee5f321f89f9fd48773ac0ce5dc13432,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,ee5f321f89f9fd48773ac0ce5dc13432,2018-08-29,2018-08-14,4,2018-08-14,2018-08-06
,ee5f321f89f9fd48773ac0ce5dc13432,2018-08-29,2018-07-31,4,2018-07-31,2018-07-18
,920f3eb5ab2b8c007956a636273f2e42,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,f792db8ddc1f28cb8af6bbf669bf119d,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,f70b2b66b5a24dadb86eec3be2720d8c,2018-08-29,2018-08-29,2,2018-08-29,2018-08-10
2018-08-10,f70b2b66b5a24dadb86eec3be2720d8c,2018-08-29,2018-08-10,6,2018-08-06,2018-07-24
,44171c835e5d5c22990f408dbdd7a6a0,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,ef45150a2f39c43dbb5bc64ec3a17006,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,6bbcd572c4219c2be0604420df3b6705,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,63adc2d90fa13d769c25ef518fb85682,2018-08-29,2018-08-29,2,2018-08-29,2018-08-01
2018-08-01,63adc2d90fa13d769c25ef518fb85682,2018-08-29,2018-08-01,6,2018-07-30,2018-07-17
,b10cec9cdbde46dd557fa281ea90f833,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,60ee12457d4a35bac6c8eb609bd7cf2d,2018-08-29,2018-08-29,2,2018-08-29,2018-08-07
2018-08-07,60ee12457d4a35bac6c8eb609bd7cf2d,2018-08-29,2018-08-07,6,2018-08-06,2018-07-19
,c80150c2c01cbfb7ed35390a8e3b8103,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
2018-08-02,c80150c2c01cbfb7ed35390a8e3b8103,2018-08-29,2018-08-02,6,2018-08-01,2018-07-19
,976dc6fbe845c3a43b1a5db591395174,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,976dc6fbe845c3a43b1a5db591395174,2018-08-29,2018-08-01,4,2018-08-01,2018-07-19
,5c16a7e16e87ccb49728b4576747dd97,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,4b524cb2ecb52ac7480883aff8f71d8a,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,898260185326c0ce6197b7f28407971a,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,898260185326c0ce6197b7f28407971a,2018-08-29,2018-08-15,4,2018-08-15,2018-07-18
,c26c358ed4d0aeed9c95833f1959e230,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,c26c358ed4d0aeed9c95833f1959e230,2018-08-29,2018-08-14,4,2018-08-14,2018-07-17
,88f21bd8046244b16ec031c48011a40d,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,96818a70db4fafab69c0838ff35056b2,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
2018-08-20,96818a70db4fafab69c0838ff35056b2,2018-08-29,2018-08-20,6,2018-08-14,2018-07-18
,fc1ddf81bc91ecfc45bdb1ab0d328e12,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,73439503f7c59154c9d44e5e06f4361c,2018-08-29,2018-08-29,2,2018-08-29,2018-07-25
,83748860893fec0b9b9ef65d81949c86,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
2018-08-29,a56079886da655788c9a221da679ff7f,2018-08-29,2018-08-29,5,2018-08-28,2018-08-14
2018-08-14,a56079886da655788c9a221da679ff7f,2018-08-29,2018-08-14,6,2018-08-13,2018-07-17
,696ba79b94917f1173189e2fabe91d02,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,696ba79b94917f1173189e2fabe91d02,2018-08-29,2018-07-31,4,2018-07-31,2018-07-19
,71e96f010d81566baa7994f0b2009375,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,447e5e57fd36d052cede495b70846485,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,6ac16b51f10b49a6119055302503e7c0,2018-08-29,2018-08-29,2,2018-08-29,2018-07-27
2018-07-27,6ac16b51f10b49a6119055302503e7c0,2018-08-29,2018-07-27,6,2018-07-26,2018-07-17
,bb3e94d0e708c7a7d3dec7a9d32744fb,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,bb3e94d0e708c7a7d3dec7a9d32744fb,2018-08-29,2018-08-13,4,2018-08-13,2018-07-17
,6e1bd846eb8c21feb7ae9cdbc6b083de,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,56abcc5d7d2454daa5d764d2ecb1ba86,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,56abcc5d7d2454daa5d764d2ecb1ba86,2018-08-29,2018-08-01,4,2018-08-01,2018-07-19
,fa4d5a7c186f581d7bf98941b08c219b,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,9fcbda0656b3c8224e2988641e083a2a,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
2018-07-30,9fcbda0656b3c8224e2988641e083a2a,2018-08-29,2018-07-30,6,2018-07-27,2018-07-18
,35bb40261d5fcaedc9af5b589bba871a,2018-08-29,2018-08-29,2,2018-08-29,2018-07-23
,0aeadba9fd9c9f87e871db760c909c41,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,0aeadba9fd9c9f87e871db760c909c41,2018-08-29,2018-08-01,4,2018-08-01,2018-07-17
,0976fb614604b52d6d26f42448161762,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,b25539f5e096ac2c9f2800ba4e659c8d,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
2018-08-28,80197628c7c33f6c2c91341a4a1417c0,2018-08-29,2018-08-28,6,2018-08-22,2018-07-19
,3b12e2b2010a60ac9b8c319834a33258,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,f258d79e5e77d0f7f56af7f6ad988571,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,b801fe6e9d5d44298adeb671638a8f8b,2018-08-29,2018-08-29,2,2018-08-29,2018-07-31
,1b93604133349244358dd3fc88f7c8c9,2018-08-29,2018-08-29,2,2018-08-29,2018-07-30
2018-07-27,1b93604133349244358dd3fc88f7c8c9,2018-08-29,2018-07-27,6,2018-07-25,2018-07-17
,3409d048f11f374a84ba7baef35355e7,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,e7f7c999e4fccf684351426e4db0ee8e,2018-08-29,2018-08-29,2,2018-08-29,2018-08-13
,e7f7c999e4fccf684351426e4db0ee8e,2018-08-29,2018-08-07,4,2018-08-07,2018-07-17
,df9c3731d3ee01ff85ede8dfbbaa0ce7,2018-08-29,2018-08-29,2,2018-08-29,2018-08-09
2018-08-09,df9c3731d3ee01ff85ede8dfbbaa0ce7,2018-08-29,2018-08-09,6,2018-08-08,2018-07-24
,a8d0fdcc998971aed3f338f3e7fee23e,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,ce5eb5065b21ccba4de0eae8419e8383,2018-08-29,2018-08-16,4,2018-08-16,2018-07-17
,b95c444541810fe21f0bf4dc947d6d31,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,5d1b2e344f887fddd5775f133b2021bb,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,c101ee5de169d9394a91ae0e7a21923b,2018-08-29,2018-08-20,4,2018-08-20,2018-08-06
,c101ee5de169d9394a91ae0e7a21923b,2018-08-29,2018-08-01,4,2018-08-01,2018-07-18
,dbf6dd3ffa9ddb5e1b70b80f1bf0decd,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,f5c482d7c68bdccd558470e104997e15,2018-08-29,2018-08-29,2,2018-08-29,2018-07-23
,ddc50b3da65ea117479756878049c9c0,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,465569b496bc14a73d6b91ec8e97d289,2018-08-29,2018-08-29,2,2018-08-29,2018-08-16
2018-08-13,465569b496bc14a73d6b91ec8e97d289,2018-08-29,2018-08-13,6,2018-08-10,2018-07-30
,29a661ecad16fce58298f4e6f0f0895d,2018-08-29,2018-08-29,2,2018-08-29,2018-08-09
2018-08-09,29a661ecad16fce58298f4e6f0f0895d,2018-08-29,2018-08-09,6,2018-08-08,2018-07-20
,d10fdc9abc9854947716e20d214e129b,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,121f29ee5327c1ce7c39e545ffac0a37,2018-08-29,2018-08-29,2,2018-08-29,2018-07-18
,00728477993e6c6ffc14aa293fa5cff6,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,184e4e4ffe559f753abc9930c9b1f75c,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,184e4e4ffe559f753abc9930c9b1f75c,2018-08-29,2018-07-31,4,2018-07-31,2018-07-17
,542628ba2d929b54dd0ae67dd4e7fbfa,2018-08-29,2018-08-29,2,2018-08-29,2018-07-17
,2b1495ace9aa3de906686d8d5036e718,2018-08-29,2018-08-29,2,2018-08-29,2018-08-08
2018-08-07,2b1495ace9aa3de906686d8d5036e718,2018-08-29,2018-08-07,6,2018-08-03,2018-07-17
,2351dd50977b0d5e97933de5bcdb2a4e,2018-08-29,2018-08-29,2,2018-08-29,2018-07-19
,09180cccbca0a1b5ae8021a96d353d28,2018-08-29,2018-08-29,2,2018-08-29,2018-08-20
,09180cccbca0a1b5ae8021a96d353d28,2018-08-29,2018-08-16,4,2018-08-16,2018-07-17
,4295b15cde92f313e43e4b93b38ed028,2018-08-29,2018-08-29,2,2018-08-29,2018-08-08
2018-08-06,4295b15cde92f313e43e4b93b38ed028,2018-08-29,2018-08-06,6,2018-08-03,2018-07-17
,aeb345e69313d21daca87d1107180e08,2018-08-29,2018-08-17,4,2018-08-17,2018-07-17
,27b99956a0b15cd34b3aed7c181558c0,2018-08-29,2018-08-29,2,2018-08-29,2018-08-06
,27b99956a0b15cd34b3aed7c181558c0,2018-08-29,2018-08-02,4,2018-08-02,2018-07-17
,ccfdc88139a1e83746fa9115ae44e6a8,2018-08-29,2018-08-29,2,2018-08-29,2018-08-17
,ccfdc88139a1e83746fa9115ae44e6a8,2018-08-29,2018-08-14,4,2018-08-14,2018-08-02
